ronde,basis_postcode,nieuwe_mensen,gemiddelde_responstijd,combined_score,cumulatief_mensen
1,7335,199350.0,472.0,0.4411450426923005,199350.0
2,3843,130965.0,453.6666666666667,0.4537143791170842,330315.0
3,8079,22435.0,436.8333333333333,0.4444527016068305,352750.0
4,7075,164495.0,488.3541666666667,0.44275483154261364,517245.0
5,7109,67990.0,441.72727272727275,0.467665499572307,585235.0
