ronde,basis_postcode,nieuwe_mensen,gemiddelde_responstijd,combined_score,cumulatief_mensen
1,7335,199350.0,472.0,0.36085384601137227,199350.0
2,7007,183050.0,512.7407407407408,0.36505844943901333,382400.0
3,3843,130965.0,453.6666666666667,0.40115094326544387,513365.0
4,7203,97895.0,480.58620689655174,0.3980919798672895,611260.0
5,7225,290.0,0.0,0.5007300923944513,611550.0
