ronde,basis_postcode,nieuwe_mensen,gemiddelde_responstijd,combined_score,cumulatief_mensen
1,7335,199350.0,472.0,0.4640853846011372,199350.0
2,3843,130965.0,453.6666666666667,0.48185541032297863,330315.0
3,8079,22435.0,436.8333333333333,0.49123732028869654,352750.0
4,8191,50435.0,454.44444444444446,0.4758253062720392,403185.0
5,7396,6690.0,388.6,0.5406336251270449,409875.0
