ronde,basis_postcode,nieuwe_mensen,gemiddelde_responstijd,combined_score,cumulatief_mensen
1,7335,199350.0,472.0,0.3379135041025356,199350.0
2,7007,183050.0,512.7407407407408,0.35201252615809175,382400.0
3,3843,130965.0,453.6666666666667,0.38219594673334745,513365.0
4,7203,97895.0,480.58620689655174,0.3845073107066478,611260.0
5,7141,97245.0,570.1481481481482,0.440384967452508,708505.0
