ronde,basis_postcode,nieuwe_mensen,gemiddelde_responstijd,combined_score,cumulatief_mensen
1,7341,234435.0,538.4615384615385,0.28947417162119615,234435.0
2,7054,199630.0,623.3333333333334,0.3469231704985837,434065.0
3,3843,133860.0,468.40909090909093,0.35620010643959554,567925.0
4,7251,104885.0,622.1538461538462,0.43351657435727864,672810.0
5,7141,65655.0,569.1578947368421,0.4790412608077049,738465.0
