ronde,basis_postcode,nieuwe_mensen,gemiddelde_responstijd,combined_score,cumulatief_mensen
1,7317,234325.0,534.74,0.3301154807900082,234325.0
2,7007,183050.0,512.7407407407408,0.35733276174631345,417375.0
3,3843,130965.0,453.6666666666667,0.3904643133158382,548340.0
4,7203,97605.0,466.35714285714283,0.4112285074721983,645945.0
5,7141,97245.0,570.1481481481482,0.5138860788761757,743190.0
