ronde,basis_postcode,nieuwe_mensen,gemiddelde_responstijd,combined_score,cumulatief_mensen
1,7335,199350.0,472.0,0.3723240169657906,199350.0
2,7075,164495.0,488.3541666666667,0.3728077493147861,363845.0
3,3843,130965.0,453.6666666666667,0.4048929079745635,494810.0
4,7207,108460.0,502.6363636363636,0.39774914168425624,603270.0
5,7141,111130.0,568.7666666666667,0.4444809236267416,714400.0
