ronde,basis_postcode,nieuwe_mensen,gemiddelde_responstijd,combined_score,cumulatief_mensen
1,7335,199350.0,472.0,0.40673452982904557,199350.0
2,3843,130965.0,453.6666666666667,0.4115028323082424,330315.0
3,7075,164495.0,488.3541666666667,0.42307483071513796,494810.0
4,7109,67990.0,441.72727272727275,0.42117542038916084,562800.0
5,7207,108460.0,502.6363636363636,0.44075874217863165,671260.0
