ronde,basis_postcode,nieuwe_mensen,gemiddelde_responstijd,combined_score,cumulatief_mensen
1,7335,199350.0,472.0,0.39526435887462724,199350.0
2,3843,130965.0,453.6666666666667,0.3974323167052952,330315.0
3,7075,164495.0,488.3541666666667,0.41735659262445113,494810.0
4,7207,108460.0,502.6363636363636,0.4074749216466774,603270.0
5,7119,83280.0,474.2307692307692,0.4485876352283453,686550.0
