ronde,basis_postcode,nieuwe_mensen,gemiddelde_responstijd,combined_score,cumulatief_mensen
1,7317,234325.0,534.74,0.32429017589351306,234325.0
2,7007,183050.0,512.7407407407408,0.3517208152772897,417375.0
3,3843,130965.0,453.6666666666667,0.3823518815766006,548340.0
4,7231,107200.0,530.2666666666667,0.41017686008348464,655540.0
5,7141,89460.0,568.5769230769231,0.5162543686941062,745000.0
