ronde,basis_postcode,nieuwe_mensen,gemiddelde_responstijd,combined_score,cumulatief_mensen
1,7335,199350.0,472.0,0.4296748717378822,199350.0
2,3843,130965.0,453.6666666666667,0.439643863514137,330315.0
3,7075,164495.0,488.3541666666667,0.43451130689651174,494810.0
4,7109,67990.0,441.72727272727275,0.45051425332341366,562800.0
5,7204,104200.0,498.0,0.4416836055289094,667000.0
